loan_reliability,income,income_stability,graph_reputation,currency_risk,platform_quality,wallet_age,transaction_diversity,growth_trend,account_behavior,defaulted
0.4325867527566589,0.6618767071686779,0.5310030815822956,0.1829372633926539,0.6877526451053897,0.11952990583886988,0.5803792448905845,0.12763919675780117,0.47242790105478666,0.14313593154601065,0
0.81964308489404,0.7174396839056333,0.6630113622558297,0.8665227521260723,0.7739070951723016,0.9511873495667136,0.7913190463388551,0.7723176892491947,0.824812421536337,0.8713045513474487,0
0.6056077043968091,0.5646298978381122,0.5891740227755587,0.15764862267526153,0.5179312621370766,0.06315934783322207,0.2891476687142153,0.037908459811731465,0.5132965196599412,0.11783716693512743,0
0.5240373329452954,0.5574960215334213,0.5325633175468556,0.4169917842065499,0.5230411997976027,0.34610596542699124,0.0,0.0779578089098547,0.4338650193822799,0.3887008276953421,0
0.5884061167191463,0.5966609618965253,0.8127370966185132,0.6340164602279962,0.7520041734818206,0.7373654703163718,0.8197200462031072,0.48256196212263147,0.8248746205381603,0.581708947374281,0
0.4353322692190952,0.34038415438323655,0.3555410398388857,0.2855809228694916,0.061634873378189,0.4834336204679107,0.2917774011146417,0.21798005880495058,0.19421416002374117,0.10208200409105973,0
0.7648877953576649,0.315030301638225,0.563538917602437,0.09225541786628988,0.6154746878596369,0.06529034648426932,0.5559371589938562,0.08118974410195079,0.5747196119955932,0.029786121309339986,0
0.7821909806324024,0.46937870726232284,1.0,0.9607656918762497,0.9150609227405778,0.8988746258525596,0.8787297227280448,0.6894264314470635,0.836867378685505,0.7371505461035981,0
0.6614642701277381,0.5261556542262589,0.4884940459797725,0.8717877017381352,0.5730435480754786,0.8040504411366373,0.8784375678838257,0.6424183454836864,0.7317989116309853,0.8077184411297778,0
0.4672926779966102,0.23473742763224104,0.41760099976764575,0.5367488530499763,0.45234079460200816,0.536063927571684,0.01711567164051914,0.16094216489698931,0.42664773773045045,0.41181339079451124,0
0.7794742434850863,0.6005686584347265,0.6931919184375503,0.6422012961456027,0.7696609446848744,0.7444877641488009,0.9051707235203257,0.7606882225971825,0.6958193472702362,0.6462002451207127,0
0.896409490214477,0.5862454602695015,0.5273391706658147,0.49720850621354423,0.7131172883277964,0.6483151889139295,0.955328188317047,0.625590535057552,0.6707146631408287,0.5472733822370736,0
0.7632508990587116,0.663914085734509,0.8104627252034857,0.7106562263396562,0.5708732777803637,0.7544537722167006,0.8962469961192931,0.6227988880249588,0.6138005858635593,0.6220778806214744,0
0.8162286730543353,0.848605576934695,0.8077535703235295,0.9098548251415811,0.8794372453564726,0.8007569082927469,0.6941291980465426,0.9254802902867629,0.7057860392582781,0.7229083263566366,0
0.553423577799452,0.5514173159604784,0.45936600930756355,0.49339519442087,0.5362036074700615,0.3285436425383192,0.1472381566057507,0.22053911721025252,0.5499912123455147,0.37265568613819333,0
0.27480181616893257,0.24651618741451395,0.20205403774356015,0.33200762051081056,0.22916546494450918,0.1704798925363878,0.4549458034684576,0.4090859247023071,0.4026867921314048,0.16120513985324425,0
0.7982762995719883,0.5766441646052302,0.7612308941458173,0.8877770343025125,0.7370294541835839,0.9912073712434752,0.7500524022792532,0.780213888263901,0.6030229482230988,0.7940263702844722,0
0.863096268457417,0.8225516055010526,0.9218117707002442,0.9454747267518904,0.6774548219634753,0.681686763277116,0.6585074362578399,0.7112119582148531,0.7948049645235097,0.8023031454816881,0
0.913673159611009,0.7733535013254592,0.9614469485685725,0.885118820743862,0.9986189730262803,0.8443915593889719,0.8297334746534449,0.7473510842728343,0.8915242844290612,0.9928912825091202,0
0.48578180809799526,0.4319012152993782,0.3962471138578582,0.4595289503285017,0.4483048500318893,0.2537210389760889,0.11347133320449761,0.340484340662903,0.5111539871312638,0.5433981052669433,0
0.6634477313453209,0.5847012196033285,0.6653159217532668,0.5127039746972625,0.5353047005991103,0.8612769383114696,0.7784112652992027,0.5045758418531044,0.4500955286734855,0.42097133618455496,0
0.600617915294918,0.7258519291883769,0.6756257452882799,0.5567955478158604,0.8170832975227323,0.6136178077126682,1.0,0.5103289665817593,0.5860816216769192,0.9738891021569374,0
0.9529378526216323,0.7652048922223809,0.6129679245951283,0.7551981675280643,0.9278780135595565,0.8163111596032809,0.8537602240420019,0.8128078927956329,0.776988265503618,0.8637265935879165,0
0.7290780867243715,0.8069946839661079,0.5468004154862811,0.5732421910658596,0.6990956549553212,0.49175816123923705,0.6194214223613012,0.7483270611301971,0.7876005891282684,0.9333816826545823,0
0.5787431913766578,0.524224918345049,0.66410415909671,0.11944284686306486,0.6873506396924528,0.20899860227736683,0.5042172982154086,0.13583354476072798,0.4923645765967275,0.121368009944643,0
0.53569100682412,0.5894927262498042,0.5160760871155846,0.38365016061140544,0.3897780813135331,0.31621492539270213,0.18653698199506263,0.19084614383652226,0.5235568146699965,0.5054435874672517,1
0.6912379411665919,0.6858146762735037,0.8070714119930223,0.5170583783908799,0.7915704741800447,0.635393116240045,0.6502371951429032,0.6471485588606071,0.576665570291133,0.8794469097044294,0
0.8044312422702039,0.6379196918210064,0.6844577764981505,0.5270634172089452,1.0,0.8539805672492511,0.7172939975118481,0.7102730208986711,0.9795531766690896,0.7115063778802853,0
0.8133349262113367,0.6752826016553801,0.7928949099929709,0.561783662980782,0.701037873161462,0.5541011934744016,0.7835330411491841,0.696988300244586,0.6691056544719517,0.49257574070737775,0
0.14520913903478835,0.03996371158428232,0.07282656509440273,0.06646624990625626,0.28808920295970436,0.10666376121971556,0.32816187616159886,0.17799926976375818,0.5152303119897286,0.14361341860264287,1
0.24059451801615048,0.0,0.20658386232598092,0.5315401016987571,0.06839656496311636,0.19131607176854504,0.3895749576890712,0.2067235159405161,0.29926477999220913,0.18109702726048488,1
0.6740419308848448,0.4187449639017682,0.5783369158753631,0.09429114169992424,0.5135601837908722,0.0,0.5287052624207209,0.13409511219881942,0.49532067714616446,0.09556588960064102,0
0.5022106189052099,0.33296989919688286,0.453807268209496,0.3443305870522769,0.4148828976419873,0.5350165658324559,0.050943085831079364,0.28875389292288983,0.4106646244315961,0.4692574183654933,0
0.5108615597405263,0.5520623871016702,0.34720464656466576,0.4958752807191204,0.44086436495635295,0.38744664583150595,0.2122560569137595,0.10568208736378128,0.5122052194489176,0.5411868722980323,0
0.7661258849113347,0.5508493719253269,0.7629994053337688,0.7477370883572416,0.5579384923820035,0.735804575045415,1.0,0.7906310455817732,0.7279214539662804,0.7297523513058418,0
0.5006992610932646,0.43521812277529637,0.41698804145170726,0.38577399203420326,0.5076254455548919,0.3736410222959241,0.0033262397986302122,0.11531153258500144,0.5041990501657228,0.32434734599657533,0
0.8243870646129059,0.6652920603222321,0.7349697473281533,0.6692333723113205,0.8747748728878012,0.8088932354563195,1.0,0.8241887883138235,0.6735669747806028,0.865484675775329,0
0.5794138053574631,0.3184830247454514,0.4789915508462631,0.3368220350332724,0.4917291250899281,0.47876433706810667,0.09819073433286857,0.19411810391169537,0.5198516650007745,0.44923559376046635,0
0.9650292941914338,0.6954511420188798,0.9161582063545132,0.7520974777427719,0.8695985779522196,0.7827872979370544,0.8058086503452101,0.7138572229510356,0.9614830475440345,0.7543550410137209,0
0.9784534340393055,0.7385244140856096,0.8894494201948118,0.8149869468754062,0.8164262825255519,0.9016502552169312,0.7700393809147662,0.8299676362478838,0.7870154033095329,0.6677022046602052,0
0.30203151394401173,0.07490484375257732,0.3400446739843256,0.2355270446872964,0.04828947975322677,0.2947789023877859,0.1883911774942354,0.17965000664834344,0.3699289032345421,0.18695750172355585,0
0.8129706282051672,0.8106683539554868,0.6652711807672423,0.7352691795872288,0.6060177629582726,0.8486479587265142,0.996338492873913,0.7397366762954395,0.678911479623169,0.6866625253440438,0
0.3003925059516153,0.0017462191527820858,0.2644267068251056,0.19844050227924168,0.4194162772786786,0.21112684101936582,0.2201997626533037,0.13044374462352284,0.4346753860003166,0.34349873707349554,0
0.8117137741327413,0.6451765810166493,0.8330605125312045,0.9918063070523484,0.5439097030620099,0.7641926690389755,0.9448212750041556,0.7418294709409999,0.6228563391049746,0.9135181132155863,0
0.05183576086375708,0.2329694369340286,0.5400433975650499,0.13775055361756733,0.17476782095227195,0.24663961143183188,0.4114419519349822,0.45729926908003743,0.2608730711532709,0.4152541467538315,0
0.5247278327661427,0.5984419610444066,0.41500491384311333,0.4835535842241218,0.49636043742343017,0.4801471970778276,0.12927490919445334,0.0,0.5350361578429793,0.5320358742109286,0
